Title,Authors,Year,Publisher,Citations,Link,References
"Camel: Communicative agents for"" mind"" exploration of large language model society","G Li, H Hammoud, H Itani… ",2023,proceedings,389,https://proceedings.neurips.cc/paper_files/paper/2023/hash/a3621ee907def47c1b952ade25c67698-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:9TMbme6CLjcJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Creation and adoption of large language models in medicine,"NH Shah, D Entwistle, MA Pfeffer ",2023,jamanetwork,243,https://jamanetwork.com/journals/jama/article-abstract/2808296,"https://scholar.google.com/scholar?q=related:zhT3pgsTIhsJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Can large language models provide feedback to students? A case study on ChatGPT,"W Dai, J Lin, H Jin, T Li, YS Tsai… ",2023,ieeexplore,322,https://ieeexplore.ieee.org/abstract/document/10260740/,"https://scholar.google.com/scholar?q=related:x5OdrU9pCGgJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Chatlaw: Open-source legal large language model with integrated external knowledge bases,"J Cui, Z Li, Y Yan, B Chen, L Yuan ",2023,openreview,334,https://openreview.net/forum?id=Cjas49BCAf,"https://scholar.google.com/scholar?q=related:fzUdzLWIeIwJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Promptchainer: Chaining large language model prompts through visual programming,"T Wu, E Jiang, A Donsbach, J Gray, A Molina… ",2022,dl,219,https://dl.acm.org/doi/abs/10.1145/3491101.3519729,"https://scholar.google.com/scholar?q=related:nmZSFg5KEV0J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
On the planning abilities of large language models-a critical investigation,"K Valmeekam, M Marquez… ",2023,proceedings,254,https://proceedings.neurips.cc/paper_files/paper/2023/hash/efb2072a358cefb75886a315a6fcf880-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:Qq6sqUSshyMJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Chain-of-thought prompting elicits reasoning in large language models,"J Wei, X Wang, D Schuurmans… ",2022,proceedings,12215,https://proceedings.neurips.cc/paper_files/paper/2022/hash/9d5609613524ecf4f15af0f7b31abca4-Abstract-Conference.html?ref=https://githubhelp.com,"https://scholar.google.com/scholar?q=related:naJFvRFrJT4J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Security and privacy challenges of large language models: A survey,"BC Das, MH Amini, Y Wu ",2025,dl,753,https://dl.acm.org/doi/abs/10.1145/3712001,"https://scholar.google.com/scholar?q=related:atIoYFXsp2QJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Learning video representations from large language models,"Y Zhao, I Misra, P Krähenbühl… ",2023,openaccess,190,http://openaccess.thecvf.com/content/CVPR2023/html/Zhao_Learning_Video_Representations_From_Large_Language_Models_CVPR_2023_paper.html,"https://scholar.google.com/scholar?q=related:y_EgldLGJLwJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Visual classification via description from large language models,"S Menon, C Vondrick ",2022,arxiv,376,https://arxiv.org/abs/2210.07183,"https://scholar.google.com/scholar?q=related:OPGXVAzATZUJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Ethics of large language models in medicine and medical research,"H Li, JT Moon, S Purkayastha, LA Celi… ",2023,thelancet,236,https://www.thelancet.com/journals/landig/article/PIIS2589-7500(23)00083-3/fulltext,"https://scholar.google.com/scholar?q=related:vN8jkjemEb0J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Are emergent abilities of large language models a mirage?,"R Schaeffer, B Miranda… ",2023,proceedings,492,https://proceedings.neurips.cc/paper_files/paper/2023/hash/adc98a266f45005c403b8311ca7e8bd7-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:7s3k2lzENgIJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Large language models cannot self-correct reasoning yet,"J Huang, X Chen, S Mishra, HS Zheng, AW Yu… ",2023,arxiv,385,https://arxiv.org/abs/2310.01798,"https://scholar.google.com/scholar?q=related:ZImR5WKmQDYJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Chemcrow: Augmenting large-language models with chemistry tools,"AM Bran, S Cox, O Schilter, C Baldassari… ",2023,arxiv,234,https://arxiv.org/abs/2304.05376,"https://scholar.google.com/scholar?q=related:Ra07A5oG53gJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Gorilla: Large language model connected with massive apis,"SG Patil, T Zhang, X Wang… ",2024,proceedings,451,https://proceedings.neurips.cc/paper_files/paper/2024/hash/e4c61f578ff07830f5c37378dd3ecb0d-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:EdwnSHR5piQJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Codet5+: Open code large language models for code understanding and generation,"Y Wang, H Le, AD Gotmare, NDQ Bui, J Li… ",2023,arxiv,464,https://arxiv.org/abs/2305.07922,"https://scholar.google.com/scholar?q=related:udqESaHdblsJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Large language models encode clinical knowledge,"K Singhal, S Azizi, T Tu, SS Mahdavi, J Wei… ",2022,arxiv,509,https://arxiv.org/abs/2212.13138,"https://scholar.google.com/scholar?q=related:E4i3-7xmzuwJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Creating large language model applications utilizing langchain: A primer on developing llm apps fast,"O Topsakal, TC Akinci ",2023,researchgate,259,https://www.researchgate.net/profile/Oguzhan-Topsakal/publication/372669736_Creating_Large_Language_Model_Applications_Utilizing_LangChain_A_Primer_on_Developing_LLM_Apps_Fast/links/64d114a840a524707ba4a419/Creating-Large-Language-Model-Applications-Utilizing-LangChain-A-Primer-on-Developing-LLM-Apps-Fast.pdf,"https://scholar.google.com/scholar?q=related:QXV-Nxym8hQJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Large language models for information retrieval: A survey,"Y Zhu, H Yuan, S Wang, J Liu, W Liu, C Deng… ",2023,arxiv,336,https://arxiv.org/abs/2308.07107,"https://scholar.google.com/scholar?q=related:JfAJ9q-AtsAJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Fundamental limitations of alignment in large language models,"Y Wolf, N Wies, O Avnery, Y Levine… ",2023,arxiv,195,https://arxiv.org/abs/2304.11082,"https://scholar.google.com/scholar?q=related:3mvn4TVtGpQJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Frugalgpt: How to use large language models while reducing cost and improving performance,"L Chen, M Zaharia, J Zou ",2023,arxiv,202,https://arxiv.org/abs/2305.05176,"https://scholar.google.com/scholar?q=related:v5hN7YpkKvcJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Automated repair of programs from large language models,"Z Fan, X Gao, M Mirchev… ",2023,ieeexplore,255,https://ieeexplore.ieee.org/abstract/document/10172854/,"https://scholar.google.com/scholar?q=related:oSbSncrqcPkJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Exploring the potential of large language models (llms) in learning on graphs,"Z Chen, H Mao, H Li, W Jin, H Wen, X Wei… ",2024,dl,307,https://dl.acm.org/doi/abs/10.1145/3655103.3655110,"https://scholar.google.com/scholar?q=related:nN0I6m4X_MUJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Wizardlm: Empowering large language models to follow complex instructions,"C Xu, Q Sun, K Zheng, X Geng, P Zhao, J Feng… ",2023,arxiv,757,https://arxiv.org/abs/2304.12244,"https://scholar.google.com/scholar?q=related:ZOrZTsQTEvwJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Multilingual jailbreak challenges in large language models,"Y Deng, W Zhang, SJ Pan, L Bing ",2023,arxiv,215,https://arxiv.org/abs/2310.06474,"https://scholar.google.com/scholar?q=related:D3jrr0FgcGwJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Smoothquant: Accurate and efficient post-training quantization for large language models,"G Xiao, J Lin, M Seznec, H Wu… ",2023,proceedings,894,http://proceedings.mlr.press/v202/xiao23c.html,"https://scholar.google.com/scholar?q=related:w8WebzmkOvcJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Recommendation as instruction following: A large language model empowered recommendation approach,"J Zhang, R Xie, Y Hou, X Zhao, L Lin… ",2023,dl,218,https://dl.acm.org/doi/abs/10.1145/3708882,"https://scholar.google.com/scholar?q=related:gjKmKOrHf4UJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Generating diverse code explanations using the gpt-3 large language model,"S MacNeil, A Tran, D Mogil, S Bernstein… ",2022,dl,240,https://dl.acm.org/doi/abs/10.1145/3501709.3544280,"https://scholar.google.com/scholar?q=related:c-AzqULXT_YJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Graph of thoughts: Solving elaborate problems with large language models,"M Besta, N Blach, A Kubicek, R Gerstenberger… ",2024,ojs,767,https://ojs.aaai.org/index.php/AAAI/article/view/29720,"https://scholar.google.com/scholar?q=related:qAdSRE-8hNgJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
SciBERT: A pretrained language model for scientific text,"I Beltagy, K Lo, A Cohan ",1903,arxiv,3986,https://arxiv.org/abs/1903.10676,"https://scholar.google.com/scholar?q=related:T_xZ98_rY2YJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Retrieval-augmented generation for large language models: A survey,"Y Gao, Y Xiong, X Gao, K Jia, J Pan, Y Bi… ",2023,simg,1546,https://simg.baai.ac.cn/paperfile/25a43194-c74c-4cd3-b60f-0a1f27f8b8af.pdf,"https://scholar.google.com/scholar?q=related:iwzCABrgDH4J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
"Large language models in medical education: opportunities, challenges, and future directions",A Abd,2023,mededu,330,https://mededu.jmir.org/2023/1/e48291/,"https://scholar.google.com/scholar?q=related:nxrZwGTOjvAJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
"Chat2vis: Generating data visualizations via natural language using chatgpt, codex and gpt-3 large language models","P Maddigan, T Susnjak ",2023,ieeexplore,232,https://ieeexplore.ieee.org/abstract/document/10121440/,"https://scholar.google.com/scholar?q=related:_ic4QaoI-4IJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Large language models can be easily distracted by irrelevant context,"F Shi, X Chen, K Misra, N Scales… ",2023,proceedings,418,http://proceedings.mlr.press/v202/shi23a.html,"https://scholar.google.com/scholar?q=related:NuD3dWedBDsJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Scientific large language models: A survey on biological & chemical domains,"Q Zhang, K Ding, T Lv, X Wang, Q Yin, Y Zhang… ",2025,dl,52,https://dl.acm.org/doi/abs/10.1145/3715318,"https://scholar.google.com/scholar?q=related:aXy5-_ECHAwJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Octopack: Instruction tuning code large language models,"N Muennighoff, Q Liu, A Zebaze, Q Zheng… ",2023,openreview,209,https://openreview.net/forum?id=CjrPqvvUXL,"https://scholar.google.com/scholar?q=related:Vtm-2ttg264J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Prompt engineering in large language models,"G Marvin, N Hellen, D Jjingo… ",2023,Springer,205,https://link.springer.com/chapter/10.1007/978-981-99-7962-2_30,"https://scholar.google.com/scholar?q=related:3PVErDLCqLgJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Guiding pretraining in reinforcement learning with large language models,"Y Du, O Watkins, Z Wang, C Colas… ",2023,proceedings,223,http://proceedings.mlr.press/v202/du23f.html,"https://scholar.google.com/scholar?q=related:iGZmXbFiS4QJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Should chatgpt be biased? challenges and risks of bias in large language models,E Ferrara ,2023,arxiv,426,https://arxiv.org/abs/2304.03738,"https://scholar.google.com/scholar?q=related:j4KUADBg2XsJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Large language model-aware in-context learning for code generation,"J Li, C Tao, J Li, G Li, Z Jin, H Zhang, Z Fang… ",2023,dl,26,https://dl.acm.org/doi/abs/10.1145/3715908,"https://scholar.google.com/scholar?q=related:KEvSjq6PG7oJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Large language models in healthcare and medical domain: A review,"ZA Nazi, W Peng ",2024,mdpi,120,https://www.mdpi.com/2227-9709/11/3/57,"https://scholar.google.com/scholar?q=related:TChhUmxz-9gJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Longlora: Efficient fine-tuning of long-context large language models,"Y Chen, S Qian, H Tang, X Lai, Z Liu, S Han… ",2023,arxiv,329,https://arxiv.org/abs/2309.12307,"https://scholar.google.com/scholar?q=related:alNThRCTmNIJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Tidybot: Personalized robot assistance with large language models,"J Wu, R Antonova, A Kan, M Lepert, A Zeng, S Song… ",2023,Springer,354,https://link.springer.com/article/10.1007/s10514-023-10139-z,"https://scholar.google.com/scholar?q=related:bFoT4r4GTeIJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Personality traits in large language models,G Serapio,2023,researchsquare,193,https://www.researchsquare.com/article/rs-3296728/latest,"https://scholar.google.com/scholar?q=related:1tCKvPXRRC0J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
A simple and effective pruning approach for large language models,"M Sun, Z Liu, A Bair, JZ Kolter ",2023,arxiv,526,https://arxiv.org/abs/2306.11695,"https://scholar.google.com/scholar?q=related:u6PcOMGdi3EJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
"Large language models: a comprehensive survey of its applications, challenges, limitations, and future prospects","MU Hadi, R Qureshi, A Shah, M Irfan, A Zafar… ",2023,researchgate,306,https://www.researchgate.net/profile/Muhammad-Shaikh-9/publication/383818024_Large_Language_Models_A_Comprehensive_Survey_of_its_Applications_Challenges_Limitations_and_Future_Prospects/links/66dffb06b1606e24c21d8936/Large-Language-Models-A-Comprehensive-Survey-of-its-Applications-Challenges-Limitations-and-Future-Prospects.pdf,"https://scholar.google.com/scholar?q=related:FxLxW3653oAJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Large language models are not fair evaluators,"P Wang, L Li, L Chen, Z Cai, D Zhu, B Lin… ",2023,arxiv,422,https://arxiv.org/abs/2305.17926,"https://scholar.google.com/scholar?q=related:UnT0ba8aR5oJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Drivegpt4: Interpretable end-to-end autonomous driving via large language model,"Z Xu, Y Zhang, E Xie, Z Zhao, Y Guo… ",2024,ieeexplore,274,https://ieeexplore.ieee.org/abstract/document/10629039/,"https://scholar.google.com/scholar?q=related:8vmH-EYQ1p0J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Trustllm: Trustworthiness in large language models,"L Sun, Y Huang, H Wang, S Wu, Q Zhang… ",2024,mosis,273,https://mosis.eecs.utk.edu/publications/lichao2024trustllm.pdf,"https://scholar.google.com/scholar?q=related:qooBT8XZ67wJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Codegen: An open large language model for code with multi-turn program synthesis,"E Nijkamp, B Pang, H Hayashi, L Tu, H Wang… ",2022,arxiv,1076,https://arxiv.org/abs/2203.13474,"https://scholar.google.com/scholar?q=related:2RPaRq4G-0cJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Large language models for software engineering: Survey and open problems,"A Fan, B Gokkaya, M Harman… ",2023,ieeexplore,363,https://ieeexplore.ieee.org/abstract/document/10449667/,"https://scholar.google.com/scholar?q=related:0QWGXtxQrCIJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Culturellm: Incorporating cultural differences into large language models,"C Li, M Chen, J Wang, S Sitaram… ",2024,proceedings,61,https://proceedings.neurips.cc/paper_files/paper/2024/hash/9a16935bf54c4af233e25d998b7f4a2c-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:GY4_Y0byLMIJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Questioning the survey responses of large language models,R Dominguez,2024,proceedings,51,https://proceedings.neurips.cc/paper_files/paper/2024/hash/515c62809e0a29729d7eec26e2916fc0-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:oWkONfEQ1AsJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Reasoning on graphs: Faithful and interpretable large language model reasoning,"L Luo, YF Li, G Haffari, S Pan ",2023,arxiv,212,https://arxiv.org/abs/2310.01061,"https://scholar.google.com/scholar?q=related:0t0QuPAueGAJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Bias and fairness in large language models: A survey,"IO Gallegos, RA Rossi, J Barrow, MM Tanjim… ",2024,direct,491,https://direct.mit.edu/coli/article-pdf/doi/10.1162/coli_a_00524/2471010/coli_a_00524.pdf,"https://scholar.google.com/scholar?q=related:YlIXKzJwckIJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Omniquant: Omnidirectionally calibrated quantization for large language models,"W Shao, M Chen, Z Zhang, P Xu, L Zhao, Z Li… ",2023,arxiv,215,https://arxiv.org/abs/2308.13137,"https://scholar.google.com/scholar?q=related:nPjMLgOsAfAJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
