Title,Authors,Year,Publisher,Citations,Link
Analysis of heart disease prediction using various machine learning techniques: A review study,"K Joshi, GA Reddy, S Kumar… ",2023, ieeexplore,14,https://ieeexplore.ieee.org/abstract/document/10110139/
Machine learning heart disease prediction using KNN and RTC algorithm,"R Prabha, M Razmah, T Veeramakali… ",2022, ieeexplore,19,https://ieeexplore.ieee.org/abstract/document/10047501/
Heart disease prediction system using model of machine learning and sequential backward selection algorithm for features selection,"AU Haq, J Li, MH Memon, MH Memon… ",2019, ieeexplore,92,https://ieeexplore.ieee.org/abstract/document/9033683/
Evaluation of machine learning algorithms for heart disease prediction in healthcare,"S Prasher, L Nelson, S Hariharan ",2023, ieeexplore,8,https://ieeexplore.ieee.org/abstract/document/10220917/
Optimization of the machine learning approach using Optuna in heart disease prediction,"S Hadianti, WAG Kodri ",2023, medinftech,11,http://medinftech.org/index.php/medinftech/article/view/15
A metaphoric investigation on prediction of heart disease using machine learning,"D Swain, SK Pani, D Swain ",2018, ieeexplore,38,https://ieeexplore.ieee.org/abstract/document/8933603/
An outcome based analysis on heart disease prediction using machine learning algorithms and data mining approaches,"A Deb, MSA Koli, SB Akter… ",2022, ieeexplore,15,https://ieeexplore.ieee.org/abstract/document/9817194/
 Heart disease prediction using machine learning and data mining techniques: Application of framingham dataset,"WA Mahmoud, M Aborizka, FAE Amer ",2021, idosr,11,https://www.idosr.org/wp-content/uploads/2021/11/IDOSR-JCAS-6166-73-2021..pdf
Improving the accuracy in prediction of heart disease using machine learning algorithms,"BK Samhitha, MRS Priya, C Sanjana… ",2020, ieeexplore,22,https://ieeexplore.ieee.org/abstract/document/9182303/
Development of big data predictive analytics model for disease prediction using machine learning technique,"R Venkatesh, C Balasubramanian… ",2019, Springer,129,https://link.springer.com/article/10.1007/s10916-019-1398-y
 Analyzing the impact of feature selection on the accuracy of heart disease prediction,"MS Pathan, A Nag, MM Pathan, S Dev ",2022, Elsevier,138,https://www.sciencedirect.com/science/article/pii/S2772442522000235
A novel study on machine learning algorithm‐based cardiovascular disease prediction,"A Khan, M Qureshi, M Daniyal… ",2023, Wiley Online Library,80,https://onlinelibrary.wiley.com/doi/abs/10.1155/2023/1406060
Machine learning-based heart disease prediction: A study for home personalized care,"GK Sahoo, K Kanike, SK Das… ",2022, ieeexplore,19,https://ieeexplore.ieee.org/abstract/document/9943373/
Analysis of neural networks based heart disease prediction system,"SP Rajamhoana, CA Devi… ",2018, ieeexplore,105,https://ieeexplore.ieee.org/abstract/document/8431153/
A smart healthcare monitoring system for heart disease prediction based on ensemble deep learning and feature fusion,"F Ali, S El",2020, Elsevier,750,https://www.sciencedirect.com/science/article/pii/S1566253520303055
ECG classification and analysis for heart disease prediction using XAI-driven machine learning algorithms,"R Aggarwal, P Podder, A Khamparia ",2022, Springer,24,https://link.springer.com/chapter/10.1007/978-981-19-1476-8_7
IHDPM: An integrated heart disease prediction model for heart disease prediction,"A Pati, M Parhi, BK Pattanayak ",2022, inderscienceonline,18,https://www.inderscienceonline.com/doi/abs/10.1504/IJMEI.2022.126526
 Heart disease prediction using SVM,"R Hoque, M Billah, A Debnath… ",2024, researchgate,25,https://www.researchgate.net/profile/Rahmanul-Hoque/publication/379154030_Heart_Disease_Prediction_using_SVM/links/664bad000b0d2845744b24ab/Heart-Disease-Prediction-using-SVM.pdf
 Coronary heart disease prediction: a comparative study of machine learning algorithms,"A Hammoud, A Karaki, R Tafreshi, S Abdulla… ",2024, jait,7,https://www.jait.us/uploadfile/2024/JAIT-V15N1-27.pdf
Early and accurate prediction of heart disease using machine learning model,"B Padmaja, C Srinidhi, K Sindhu… ",2021, search,32,https://search.proquest.com/openview/f564971b775443b0dc92517390c27cdd/1?pq-origsite=gscholar&cbl=2045096
Heart disease prediction using machine learning algorithms,"A Yadav, V Jindal ",2022, ieeexplore,11,https://ieeexplore.ieee.org/abstract/document/10083907/
 Prediction of heart disease using machine learning,"NM Lutimath, C Chethan, BS Pol ",2019, academia,80,https://www.academia.edu/download/81403130/B10810982S1019.pdf
 A survey on prediction techniques of heart disease using machine learning,"M Limbitote, K Damkondwar… ",2020, pdfs,40,https://pdfs.semanticscholar.org/4a5e/224d7e226f1af980b9ae3831701446d49f39.pdf
 Early heart disease prediction using data mining techniques,"A Methaila, P Kansal, H Arya, P Kumar ",2014, csitcp,140,https://csitcp.net/paper/4/48csit07.pdf
Improving heart disease prediction using feature selection approaches,"S Bashir, ZS Khan, FH Khan, A Anjum… ",2019, ieeexplore,241,https://ieeexplore.ieee.org/abstract/document/8667106/
Heart disease prediction using deep neural network,"P Ramprakash, R Sarumathi, R Mowriya… ",2020, ieeexplore,101,https://ieeexplore.ieee.org/abstract/document/9112443/
Designing disease prediction model using machine learning approach,"D Dahiwade, G Patle, E Meshram ",2019, ieeexplore,281,https://ieeexplore.ieee.org/abstract/document/8819782/
Optimized Ensemble model for Heart Disease Prediction using Machine Learning,"S Kalta, J Thakur, H Bhardwaj… ",2023, ieeexplore,5,https://ieeexplore.ieee.org/abstract/document/10270436/
An analysis of heart disease prediction using machine learning and deep learning techniques,"CR Shaker, A Sidhartha, A Praveena… ",2022, ieeexplore,11,https://ieeexplore.ieee.org/abstract/document/9776745/
A comparative analysis of machine learning classifiers for robust heart disease prediction,"HK Thakkar, H Shukla, S Patil ",2020, ieeexplore,20,https://ieeexplore.ieee.org/abstract/document/9342444/
 Analysis of supervised machine learning algorithms for heart disease prediction with reduced number of attributes using principal component analysis,"A Dey, J Singh, N Singh ",2016, researchgate,47,https://www.researchgate.net/profile/Neeta_Singh2/publication/301335834_Analysis_of_Supervised_Machine_Learning_Algorithms_for_Heart_Disease_Prediction_with_Reduced_Number_of_Attributes_using_Principal_Component_Analysis/links/583d2af708ae502a85e53634/Analysis-of-Supervised-Machine-Learning-Algorithms-for-Heart-Disease-Prediction-with-Reduced-Number-of-Attributes-using-Principal-Component-Analysis.pdf
WITHDRAWN: A comparative study on machine learning based heart disease prediction,"A Kondababu, V Siddhartha, BHKB Kumar… ",2021, Elsevier,63,https://www.sciencedirect.com/science/article/pii/S2214785321005666
Heart Disease Prediction Model using Machine Learning,"B Saju, V Asha, A Prasad, H Kumar… ",2022, ieeexplore,5,https://ieeexplore.ieee.org/abstract/document/10029273/
Heart disease prognosis using machine learning classification techniques,"MNR Chowdhury, E Ahmed… ",2021, ieeexplore,36,https://ieeexplore.ieee.org/abstract/document/9418181/
Heart disease prediction using support vector machine,"B Duraisamy, R Sunku, K Selvaraj, VVR Pilla… ",2024, malque,10,https://malque.pub/ojs/index.php/msj/article/view/1693
Heart disease prediction using machine learning,"A Gupta, V Misra, K Chauhan… ",2023, ieeexplore,9,https://ieeexplore.ieee.org/abstract/document/10541622/
Use of machine learning techniques in the prediction of heart disease,"K Battula, R Durgadinesh… ",2021, ieeexplore,10,https://ieeexplore.ieee.org/abstract/document/9591026/
 Intelligent Heart Disease Prediction System with Applications in Jordanian Hospitals,MS Al,2023, researchgate,31,https://www.researchgate.net/profile/Raed-Alazaidah/publication/374448576_Intelligent_Heart_Disease_Prediction_System_with_Applications_in_Jordanian_Hospitals/links/651e7e2cd717ef1293cdc4c7/Intelligent-Heart-Disease-Prediction-System-with-Applications-in-Jordanian-Hospitals.pdf
 A comparative study of machine learning algorithms for the prediction of heart disease,"H Arghandabi, P Shams ",2020, academia,21,https://www.academia.edu/download/65280139/32591.pdf
Heart disease prediction system using random forest,"YK Singh, N Sinha, SK Singh ",2017, Springer,85,https://link.springer.com/chapter/10.1007/978-981-10-5427-3_63
Human heart disease prediction system using data mining techniques,"J Thomas, RT Princy ",2016, ieeexplore,266,https://ieeexplore.ieee.org/abstract/document/7530265/
HDPS: Heart disease prediction system,"AH Chen, SY Huang, PS Hong… ",2011, ieeexplore,223,https://ieeexplore.ieee.org/abstract/document/6164626/
A systematic review on machine learning approaches for cardiovascular disease prediction using medical big data,"J Azmi, M Arif, MT Nafis, MA Alam, S Tanweer… ",2022, Elsevier,128,https://www.sciencedirect.com/science/article/pii/S1350453322000741
Machine learning in coronary heart disease prediction: Structural equation modelling approach,"LLR Rodrigues, DK Shetty, N Naik… ",2020, Taylor & Francis,15,https://www.tandfonline.com/doi/abs/10.1080/23311916.2020.1723198
 A comprehensive analysis of machine learning techniques for heart disease prediction,E Asgarov ,2024, scirp,3,https://www.scirp.org/journal/paperinformation?paperid=133002
Heart disease prediction using machine learning,VM Manikandan ,2021,global,9,https://www.igi-global.com/chapter/heart-disease-prediction-using-machine-learning/263328
 Comparative analysis and feature importance of machine learning and deep learning for heart disease prediction,"P Gupta, D Seth ",2022, academia,10,https://www.academia.edu/download/95616445/49_29567_v29i1_Jan23.pdf
"… , encoding, selection of encoding method and its emergence in machine learning models—a practical review study on heart disease prediction dataset using pearson …","N Kosaraju, SR Sankepally… ",2023, Springer,35,https://link.springer.com/chapter/10.1007/978-981-19-6631-6_26
 Heart disease prediction using various machines learning approach,"A Ullah, CB Åžahin, OB Dinler, MH Khan… ",2021, nnpub,11,http://nnpub.in/index.php/JCDR/article/download/1598/1558
Heart disease prediction using CNN algorithm,"VV Shankar, V Kumar, U Devagade, V Karanth… ",2020, Springer,89,https://link.springer.com/article/10.1007/s42979-020-0097-6
 A Survey on Machine Learning Techniques for Heart Disease Prediction,"P Shinde, M Sanghavi, TA Tran ",2025, Springer,0,https://link.springer.com/article/10.1007/s42979-025-03860-2
 Heart disease prediction using machine learning,"J Gowri, R Kamini, G Vaishnavi, S Thasvin… ",2022, researchgate,6,https://www.researchgate.net/profile/Gowri-Jeyaraman/publication/361901980_Heart_Disease_Prediction_using_Machine_Learning/links/62cbad583bbe636e0c54bb6b/Heart-Disease-Prediction-using-Machine-Learning.pdf
A Comparison Analysis of Heart Disease Prediction Using Supervised Machine Learning Techniques,"EA Elhadjamor, H Harbaoui ",2024, ieeexplore,2,https://ieeexplore.ieee.org/abstract/document/10733656/
Effective Machine Learning-Based Heart Disease Prediction Model,"SK Saini, G Chandel ",2023, Springer,7,https://link.springer.com/chapter/10.1007/978-981-99-6550-2_14
Software Development Framework for Cardiac Disease Prediction Using Machine Learning Applications,"RK Kanna, KY Devi, AJA Dhivy… ",2022, ieeexplore,34,https://ieeexplore.ieee.org/abstract/document/10080016/
 Heart disease prediction system using supervised learning classifier,"R Chitra, V Seenivasagam ",2013, Citeseer,102,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=a9d84eac6a6b8721690bf976e99d2ffa986174fc
Hybrid CNN and LSTM network for heart disease prediction,"VK Sudha, D Kumar ",2023, Springer,34,https://link.springer.com/article/10.1007/s42979-022-01598-9
 A hybrid approach for heart disease diagnosis and prediction using machine learning techniques,"FZ Abdeldjouad, M Brahami, N Matta ",2020, Springer,94,https://link.springer.com/chapter/10.1007/978-3-030-51517-1_26
An adoptive heart disease prediction model using machine learning approach,"C Datta, R Senapati ",2022, ieeexplore,11,https://ieeexplore.ieee.org/abstract/document/10053739/
Robust heart disease prediction: a novel approach based on significant feature and ensemble learning model,"MA Alim, S Habib, Y Farooq… ",2020, ieeexplore,46,https://ieeexplore.ieee.org/abstract/document/9074135/
 Ensembling coalesce of logistic regression classifier for heart disease prediction using machine learning,"S Basheer, RM Mathew, MS Devi ",2019, academia,16,https://www.academia.edu/download/113297051/L34731081219.pdf
 Heart disease prediction system using data mining techniques,A Taneja ,2013, computerscijournal,186,http://www.computerscijournal.org/vol6no4/heart-disease-prediction-system-using-data-mining-techniques/
Cardiac Disease Prediction using Supervised Machine Learning Techniques.,"C Gupta, A Saha, NVS Reddy… ",2022, iopscience,59,https://iopscience.iop.org/article/10.1088/1742-6596/2161/1/012013/meta
Ensemble based machine learning model for heart disease prediction,"AB Ambrews, EG Moung, A Farzamnia… ",2022, ieeexplore,8,https://ieeexplore.ieee.org/abstract/document/9990665/
Hyperparameter optimization: a comparative machine learning model analysis for enhanced heart disease prediction accuracy,"Y Rimal, N Sharma ",2024, Springer,9,https://link.springer.com/article/10.1007/s11042-023-17273-x
Heart disease prediction and classification using machine learning and transfer learning model,"R Sivaprasad, M Hema, BN Ganar… ",2022, ieeexplore,10,https://ieeexplore.ieee.org/abstract/document/10029279/
